"Teryt","Gmina ","ogółem
total","na 1 km²
per 1 km²"
"3202033","  Drawno",4606,14
"3202034","     miasto   town",2156,429
"3202035","     obszar wiejski   rural area",2450,8
"3202053","  Pełczyce",7177,36
"3202054","     miasto   town",2402,184
"3202055","     obszar wiejski   rural area",4775,25
"3202063","  Recz",4962,28
"3202064","     miasto   town",2647,213
"3202065","     obszar wiejski   rural area",2315,14
"3203052","  Wierzchowo",4025,18
"3203013","  Czaplinek",11113,30
"3203014","     miasto   town",6663,489
"3203015","     obszar wiejski   rural area",4450,13
"3203023","  Drawsko Pomorskie",16321,40
"3203024","     miasto   town",11224,503
"3203025","     obszar wiejski   rural area",5097,13
"3203033","  Kalisz Pomorski",6839,14
"3203034","     miasto   town",4039,338
"3203035","     obszar wiejski   rural area",2800,6
"3203063","  Złocieniec",15218,54
"3203064","     miasto   town",12046,373
"3203065","     obszar wiejski   rural area",3172,13
"3204052","  Osina",2897,29
"3204062","  Przybiernów",4817,21
"3204023","  Goleniów",36986,84
"3204024","     miasto   town",21462,1822
"3204025","     obszar wiejski   rural area (a)",15524,36
"3204033","  Maszewo",8533,41
"3204034","     miasto   town",3303,596
"3204035","     obszar wiejski   rural area",5230,26
"3204043","  Nowogard",23428,69
"3204044","     miasto   town",15695,1248
"3204045","     obszar wiejski   rural area",7733,24
"3204073","  Stepnica",4702,16
"3204074","     miasto   town",2520,741
"3204075","     obszar wiejski   rural area",2182,8
"3205012","  Brojce",3494,30
"3205032","  Karnice",3683,28
"3205072","  Rewal",3590,84
"3205023","  Gryfice",22726,87
"3205024","     miasto   town",15343,1237
"3205025","     obszar wiejski   rural area",7383,30
"3205043","  Płoty",8068,34
"3205044","     miasto   town",3705,899
"3205045","     obszar wiejski   rural area",4363,19
"3205083","  Trzebiatów",14874,66
"3205084","     miasto   town",9314,909
"3205085","     obszar wiejski   rural area (b)",5560,26
"3206012","  Banie",5763,28
"3206072","  Stare Czarnowo",3672,24
"3206092","  Widuchowa",4980,24
"3206023","  Cedynia",3933,22
"3206024","     miasto   town",1459,566
"3206025","     obszar wiejski   rural area",2474,14
"3206033","  Chojna",13094,39
"3206034","     miasto   town",7316,541
"3206035","     obszar wiejski   rural area",5778,18
"3206043","  Gryfino",30102,119
"3206044","     miasto   town",19691,1666
"3206045","     obszar wiejski   rural area",10411,43
"3206053","  Mieszkowice",6501,27
"3206054","     miasto   town",3343,636
"3206055","     obszar wiejski   rural area",3158,14
"3206063","  Moryń",4112,33
"3206064","     miasto   town",1622,293
"3206065","     obszar wiejski   rural area",2490,21
"3206083","  Trzcińsko-Zdrój",4802,28
"3206084","     miasto   town",2114,907
"3206085","     obszar wiejski   rural area",2688,16
"3207052","  Świerzno",3966,28
"3207013","  Dziwnów",3561,90
"3207014","     miasto   town (b)",2302,353
"3207015","     obszar wiejski   rural area",1259,38
"3207023","  Golczewo",5504,31
"3207024","     miasto   town",2504,337
"3207025","     obszar wiejski   rural area",3000,18
"3207033","  Kamień Pomorski",13431,64
"3207034","     miasto   town",8291,772
"3207035","     obszar wiejski   rural area",5140,26
"3207043","  Międzyzdroje",6028,52
"3207044","     miasto   town",4893,948
"3207045","     obszar wiejski   rural area",1135,10
"3207063","  Wolin",11647,36
"3207064","     miasto   town",4639,321
"3207065","     obszar wiejski   rural area",7008,22
"3208011","  Kołobrzeg (b)",43426,1585
"3208022","  Dygowo",5341,42
"3208042","  Kołobrzeg",11242,78
"3208052","  Rymań",3649,25
"3208062","  Siemyśl",3995,37
"3208072","  Ustronie Morskie",3744,65
"3208033","  Gościno",5324,46
"3208034","     miasto   town",2734,480
"3208035","     obszar wiejski   rural area",2590,23
"3209012","  Będzino",8550,51
"3209022","  Biesiekierz",6746,60
"3209042","  Manowo",5735,31
"3209082","  Świeszyno",8564,65
"3209033","  Bobolice",8249,22
"3209034","     miasto   town",3723,781
"3209035","     obszar wiejski   rural area",4526,12
"3209053","  Mielno",4630,82
"3209054","     miasto   town",2737,82
"3209055","     obszar wiejski   rural area",1893,82
"3209063","  Polanów",8004,20
"3209064","     miasto   town",2824,383
"3209065","     obszar wiejski   rural area",5180,13
"3209073","  Sianów",13972,60
"3209074","     miasto   town",6564,413
"3209075","     obszar wiejski   rural area",7408,34
"3218032","  Radowo Małe",3188,18
"3218013","  Dobra",3852,33
"3218014","     miasto   town",2019,852
"3218015","     obszar wiejski   rural area",1833,16
"3218023","  Łobez",12807,56
"3218024","     miasto   town",9516,741
"3218025","     obszar wiejski   rural area",3291,15
"3218043","  Resko",7227,25
"3218044","     miasto   town",3892,867
"3218045","     obszar wiejski   rural area",3335,12
"3218053","  Węgorzyno",6320,25
"3218054","     miasto   town",2628,384
"3218055","     obszar wiejski   rural area",3692,15
"3210022","  Boleszkowice",2741,21
"3210052","  Nowogródek Pomorski",3307,23
"3210013","  Barlinek",18300,71
"3210014","     miasto   town",12935,737
"3210015","     obszar wiejski   rural area",5365,22
"3210033","  Dębno",19339,61
"3210034","     miasto   town",12885,661
"3210035","     obszar wiejski   rural area",6454,22
"3210043","  Myślibórz",18537,56
"3210044","     miasto   town",10353,688
"3210045","     obszar wiejski   rural area",8184,26
"3211012","  Dobra (Szczecińska)",30056,273
"3211022","  Kołbaskowo",15321,145
"3211033","  Nowe Warpno",1518,8
"3211034","     miasto   town (b)",1049,43
"3211035","     obszar wiejski   rural area",469,3
"3211043","  Police",39022,155
"3211044","     miasto   town",29627,794
"3211045","     obszar wiejski   rural area (b)",9395,44
"3212012","  Bielice",2917,35
"3212022","  Kozielice",2357,25
"3212042","  Przelewice",4480,28
"3212062","  Warnice",3029,35
"3212033","  Lipiany",5465,58
"3212034","     miasto   town",3798,546
"3212035","     obszar wiejski   rural area",1667,19
"3212053","  Pyrzyce",18165,89
"3212054","     miasto   town",11824,305
"3212055","     obszar wiejski   rural area",6341,38
"3213011","  Darłowo (b)",12512,619
"3213021","  Sławno",11777,744
"3213032","  Darłowo",7596,28
"3213042","  Malechowo",5935,26
"3213052","  Postomino",6785,30
"3213062","  Sławno",8298,29
"3214011","  Stargard",66604,1385
"3214042","  Dolice",7057,30
"3214062","  Kobylanka",6554,54
"3214082","  Marianowo",2886,28
"3214092","  Stara Dąbrowa",3540,31
"3214102","  Stargard",15317,48
"3214023","  Chociwel",5466,34
"3214024","     miasto   town",2989,814
"3214025","     obszar wiejski   rural area",2477,16
"3214033","  Dobrzany",4509,33
"3214034","     miasto   town",2159,404
"3214035","     obszar wiejski   rural area",2350,18
"3214053","  Ińsko",3093,20
"3214054","     miasto   town",1772,237
"3214055","     obszar wiejski   rural area",1321,9
"3214113","  Suchań",4064,31
"3214114","     miasto   town",1393,390
"3214115","     obszar wiejski   rural area",2671,21
"3215011","  Szczecinek",37557,775
"3215052","  Grzmiąca",4290,21
"3215062","  Szczecinek",8856,18
"3215023","  Barwice",7831,30
"3215024","     miasto   town",3475,462
"3215025","     obszar wiejski   rural area",4356,17
"3215033","  Biały Bór",4971,18
"3215034","     miasto   town",2142,167
"3215035","     obszar wiejski   rural area",2829,11
"3215043","  Borne Sulinowo",9212,19
"3215044","     miasto   town",4843,267
"3215045","     obszar wiejski   rural area",4369,9
"3216011","  Świdwin",14547,650
"3216022","  Brzeżno",2573,23
"3216042","  Rąbino",3267,18
"3216052","  Sławoborze",3802,20
"3216062","  Świdwin",5324,22
"3216033","  Połczyn-Zdrój",13724,40
"3216034","     miasto   town",7243,1003
"3216035","     obszar wiejski   rural area",6481,19
"3217011","  Wałcz",23578,618
"3217052","  Wałcz",12089,21
"3217023","  Człopa",4547,13
"3217024","     miasto   town",2158,344
"3217025","     obszar wiejski   rural area",2389,7
"3217033","  Mirosławiec",5328,26
"3217034","     miasto   town",3018,1252
"3217035","     obszar wiejski   rural area",2310,11
"3217043","  Tuczno",4461,18
"3217044","     miasto   town",1780,193
"3217045","     obszar wiejski   rural area",2681,11
"3261011","  Koszalin",105540,1000
"3262011","  Szczecin (b)",389066,1294
"3263011","  Świnoujście (b)",38904,193
